system_code,location_code,location_name,system_code2,Managed_By_Name,Location_Type_Description,Location_Category_Description,Grades_Text,Grades_Final_Text,Open_Date,Status_Descriptions,Primary_Building_Code,Primary_Address_Line_1,City,State_Code,Zip,Borough_Block_Lot,Census_Tract,Community_District,Council_District,NTA,NTA_Name,Principal_Name,Principal_Title,Principal_Email,Principal_Phone_Number,Fax_Number,Geographical_District_Code,Administrative_District_Code,Superintendent_District_Name,Superintendent,Superintendent_Email,Superintendent_Location,tier_3_support_location_code,tier_2_support_location_code,longitude,latitude,Column3
18K244,K244,P.S. 244 Richard R. Green,331800010244,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1939,Open,K244,5404 TILDEN AVENUE,BROOKLYN,NY,11203,3047390001,94600,317,45,BK96,Rugby-Remsen Village,Linton Atkinson,Principal,Latkinson2@schools.nyc.gov,718-346-6240,718-345-3083,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.925592,40.647851,
18K268,K268,P.S. 268 Emma Lazarus,331800010268,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1953,Open,K268,133 EAST  53 STREET,BROOKLYN,NY,11203,3046230028,86600,317,41,BK96,Rugby-Remsen Village,Rick Romain,I.A. Principal,RRomain2@schools.nyc.gov,718-773-5332,718-493-7448,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.92756,40.657421,
18K272,K272,P.S. 272 Curtis Estabrook,331800010272,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1957,Open,K272,101-24 SEAVIEW AVENUE,BROOKLYN,NY,11236,3083290250,103400,318,46,BK50,Canarsie,Verna Taylor,Principal,VTaylor6@schools.nyc.gov,929-437-5000,929-437-5009,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.886373,40.635542,
18K276,K276,P.S. 276 Louis Marshall,331800010276,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1964,Open,K276,1070 EAST  83 STREET,BROOKLYN,NY,11236,3080340001,99600,318,46,BK50,Canarsie,Jennifer Troman,Principal,JTroman@schools.nyc.gov,718-758-7100,718-241-5560,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.908436,40.634005,
18K279,K279,P.S. 279 Herman Schreiber,331800010279,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1959,Open,K279,1070 EAST 104 STREET,BROOKLYN,NY,11236,3082300001,98600,318,46,BK50,Canarsie,LORENZO CHAMBERS,Principal,LChambers@schools.nyc.gov,718-444-4316,718-241-5581,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.892797,40.644134,
18K285,K285,I.S. 285 Meyer Levin,331800010285,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 1954,Open,K285,5909 Beverly Road,Brooklyn,NY,11203,3047440001,93600,317,45,BK96,Rugby-Remsen Village,Jamie Hendrickson,I.A. Principal,JHendrickson@schools.nyc.gov,718-451-2200,718-228-4118,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.920784,40.647818,
18K366,K366,The Science And Medicine Middle School,331800010366,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 2009,Open,K366,965 East 107 Street,Brooklyn,NY,11236,3082150012,98400,318,46,BK50,Canarsie,DENNIS HERRING JR,Principal,DHerrin@schools.nyc.gov,718-688-6400,718-688-6401,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.891743,40.647396,
18K563,K563,It Takes a Village Academy,331800011563,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2007,Open,K415,5800 TILDEN AVENUE,BROOKLYN,NY,11203,3047420001,93600,317,45,BK96,Rugby-Remsen Village,Marissa Olivieri,Principal,MOlivieri2@schools.nyc.gov,718-629-2307,718-629-6162,18,18,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,HS06,KFSS,KU01,-73.922212,40.647728,
18K566,K566,Brooklyn Community High School for Excellence and,331800011566,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2007,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,3079980005,95000,318,46,BK50,Canarsie,Jennyvi Fajardo,Principal,JFajardo@schools.nyc.gov,718-968-4200,718-444-5419,18,18,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,HS06,KFSS,KU01,-73.916927,40.634451,
18K567,K567,Brooklyn Theatre Arts High School,331800011567,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2007,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,3079980005,95000,318,46,BK50,Canarsie,DAVID WARD,Principal,DWard5@schools.nyc.gov,718-968-1072,718-968-1065,18,18,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,HS06,KFSS,KU01,-73.916927,40.634451,
18K569,K569,Kurt Hahn Expeditionary Learning School,331800011569,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2007,Open,K415,5800 TILDEN AVENUE,BROOKLYN,NY,11203,3047420001,93600,317,45,BK96,Rugby-Remsen Village,Jessica Jean Marie,Principal,JJeanMarie@schools.nyc.gov,718-629-1204,718-629-1076,18,18,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,HS12,ACES,AC04,-73.922212,40.647728,
18K576,K576,Victory Collegiate High School,331800011576,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2007,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,3079980005,95000,318,46,BK50,Canarsie,SHEENA GARWOOD,Principal,SGarwood2@schools.nyc.gov,718-968-1530,718-968-1526,18,18,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,HS06,KFSS,KU01,-73.916927,40.634451,
18K578,K578,Brooklyn Bridge Academy,331800011578,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2007,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,3079980005,95000,318,46,BK50,Canarsie,Max Jean Paul,Principal,MJeanPa@schools.nyc.gov,718-968-1689,718-968-1678,18,18,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,HS10,ACES,AC01,-73.916927,40.634451,
18K581,K581,"The Middle School of Media, Law and Fine Arts",331800010581,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 2007,Open,K232,905 WINTHROP STREET,BROOKLYN,NY,11203,3046060025,88000,317,41,BK60,Prospect Lefferts Gardens-Wingate,Desiree Hunter,I.A. Principal,dhunter21@schools.nyc.gov,718-773-3059,718-773-3827,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.928744,40.659088,
18K588,K588,Middle School for Art and Philosophy,331800010588,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 2007,Open,K252,1084 Lenox Road,Brooklyn,NY,11212,3046690037,88600,317,41,BK96,Rugby-Remsen Village,Danielle Lamb,Principal,DLamb2@schools.nyc.gov,718-342-7563,718-342-8131,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.919818,40.657712,
18K617,K617,High School for Innovation in Advertising and Medi,331800011617,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2008,Open,K500,1600 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,3082220001,99000,318,46,BK50,Canarsie,ADALEZA MICHELENA,Principal,AMichelena@schools.nyc.gov,718-290-8760,718-290-8766,18,18,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,HS07,XFSC,XR11,-73.898601,40.640543,
18K629,K629,Cultural Academy for the Arts and Sciences,331800011629,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2008,Open,K415,5800 TILDEN AVENUE,BROOKLYN,NY,11203,3047420001,93600,317,45,BK96,Rugby-Remsen Village,Sanatha Alexis,Principal,SAlexis@schools.nyc.gov,718-968-6630,718-968-6635,18,18,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,HS06,KFSS,KU01,-73.922212,40.647728,
18K633,K633,High School for Medical Professions,331800011633,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2008,Open,K500,1600 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,3082220001,99000,318,46,BK50,Canarsie,Pauline Obrien,Principal,PObrien7@schools.nyc.gov,718-290-8700,718-290-8705,18,18,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,HS06,KFSS,KU01,-73.898601,40.640543,
18K635,K635,Olympus Academy,331800011635,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul  1 2008,Open,K242,755 East  100 Street,Brooklyn,NY,11236,3081880001,974,318,46,BK50,Canarsie,Bruce Gonzales,Principal,BGonzales@schools.nyc.gov,718-272-1926,718-272-5713,18,18,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,HS10,ACES,AC01,-73.898607,40.645965,
18K637,K637,Academy for Conservation and the Environment,331800011637,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2008,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,3079980005,95000,318,46,BK50,Canarsie,EUGENE MAZZOLA,Principal,EMazzol@schools.nyc.gov,718-968-4101,718-968-4296,18,18,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,HS06,KFSS,KU01,-73.916927,40.634451,
18K642,K642,Urban Action Academy,331800011642,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul  1 2008,Open,K500,1600 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,3082220001,99000,318,46,BK50,Canarsie,Fareeda Garcia,Principal,FGarcia32@schools.nyc.gov,718-290-8720,718-290-8721,18,18,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",mprayor@schools.nyc.gov,HS06,KFSS,KU01,-73.898601,40.640543,
18K673,K673,East Brooklyn Community High School,331800011673,DOE,Transfer School,High school,"11,12,SE","09,10,11,12",Jul  1 2009,Open,K860,9517 KINGS HIGHWAY,BROOKLYN,NY,11212,3046500015,88600,317,41,BK96,Rugby-Remsen Village,PATRICK MCGILLICUDDY,Principal,PMcGill@schools.nyc.gov,718-927-6880,718-927-6885,18,18,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,HS10,ACES,AC01,-73.920658,40.659914,
18K763,K763,Brooklyn Science and Engineering Academy,331800010763,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 2014,Open,K244,5404 TILDEN AVENUE,BROOKLYN,NY,11203,3047390001,94600,317,45,BK96,Rugby-Remsen Village,ANGELA DEFILIPPIS,Principal,ADefilippis@schools.nyc.gov,718-240-3790,718-240-3791,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.925592,40.647851,
18K899,K899,Fiscal Affairs,,DOE,General Academic,Central-HQ-Citywide,,,Jul  1 2002,Open,K801,65 COURT STREET,BROOKLYN,NY,11201,,,,,,,,,,,,15,54,DIVISION OF FINANCIAL OPERATIONS,,,,,,-73.990981,40.691745,
18K961,K961,Lenox Academy M. S. 961,331800010961,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 2023,Open,K242,10001 Flatlands Avenue,Brooklyn,NY,11236,3081880001,974,318,46,BK50,Canarsie,Patrick Berry,Principal,PBerry3@schools.nyc.gov,,,18,18,COMMUNITY SCHOOL DISTRICT 18,CELESTE DOUGLAS,CDougla22@schools.nyc.gov,K818,KFSS,KU03,-73.898607,40.645965,
19K007,K007,P.S. 007 Abraham Lincoln,331900010007,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1999,Open,K007,858 JAMAICA AVENUE,BROOKLYN,NY,11208,3041060039,118201,305,37,BK83,Cypress Hills-City Line,Andre Barrett,Principal,ABarret4@schools.nyc.gov,718-647-3600,718-827-4004,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.872983,40.689213,
19K013,K013,P.S. 013 Roberto Clemente,331900010013,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1975,Open,K013,557 Pennsylvania Avenue,Brooklyn,NY,11207,3038230001,112600,305,42,BK85,East New York (Pennsylvania Ave),Maxine Cameron,Principal,MCameron2@schools.nyc.gov,718-498-3717,718-345-2396,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.893328,40.664067,
19K065,K065,P.S. 065,331900010065,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1873,Open,K798,696 JAMAICA AVENUE,BROOKLYN,NY,11208,3041020019,117601,305,37,BK83,Cypress Hills-City Line,Ilana Mandel,Principal,IMandel3@schools.nyc.gov,718-235-2223,718-235-2033,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.878353,40.686534,
19K089,K089,P.S. 089 Cypress Hills,331900010089,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Sep  1 1997,Open,K814,265 WARWICK STREET,BROOKLYN,NY,11207,3039520047,117000,305,37,BK82,East New York,SARA SIDDAPPA,I.A. Principal,SSiddappa@schools.nyc.gov,718-964-1180,718-964-1185,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.886712,40.677707,
19K108,K108,P.S. 108 Sal Abbracciamento,331900010108,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1895,Open,K108,200 LINWOOD STREET,BROOKLYN,NY,11208,3039260045,117202,305,37,BK83,Cypress Hills-City Line,CONSTANCE HAHN,Principal,CHahn3@schools.nyc.gov,718-277-7010,718-827-4137,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.884348,40.681295,
19K149,K149,P.S. 149 Danny Kaye,331900010149,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1906,Open,K149,700 SUTTER AVENUE,BROOKLYN,NY,11207,3037740016,115800,305,42,BK85,East New York (Pennsylvania Ave),YVETTE DONALD,Principal,YSchoff@schools.nyc.gov,718-688-7620,718-345-8118,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.89276,40.669361,
19K158,K158,P.S. 158 Warwick,331900010158,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1909,Open,K158,400 ASHFORD STREET,BROOKLYN,NY,11207,3040150001,115000,305,37,BK82,East New York,LATISHIA TOWLES,Principal,LTowles@schools.nyc.gov,718-277-6116,718-827-4300,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.885214,40.67259,
19K159,K159,P.S. 159 Isaac Pitkin,331900010159,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1908,Open,K159,2781 PITKIN AVENUE,BROOKLYN,NY,11208,3042160001,120000,305,42,BK82,East New York,Neffertiti Lee,Principal,NLee6@schools.nyc.gov,718-277-4828,718-827-4531,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.869705,40.676111,
19K171,K171,I.S. 171 Abraham Lincoln,331900010171,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 1912,Open,K171,528 RIDGEWOOD AVENUE,BROOKLYN,NY,11208,3041340020,118400,305,37,BK83,Cypress Hills-City Line,Indira Mota,Principal,IMota2@schools.nyc.gov,718-647-0111,718-827-5834,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.869434,40.685852,
19K190,K190,P.S. 190 Sheffield,331900010190,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1924,Open,K190,590 SHEFFIELD AVENUE,BROOKLYN,NY,11207,3038380018,112800,305,42,BK85,East New York (Pennsylvania Ave),STEPHAUN HILL,Principal,SHill3@schools.nyc.gov,718-346-8780,718-345-8765,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.894877,40.662243,
19K202,K202,P.S. 202 Ernest S. Jenkyns,331900010202,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1925,Open,K202,982 HEGEMAN AVENUE,BROOKLYN,NY,11208,3044770001,111600,305,42,BK82,East New York,Steven Surujbali,Principal,SSurujbali@schools.nyc.gov,718-649-7880,718-927-2173,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.876084,40.665817,
19K213,K213,P.S. 213 New Lots,331900010213,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1939,Open,K213,580 HEGEMAN AVENUE,BROOKLYN,NY,11207,3043240001,110400,305,42,BK82,East New York,Stanley Moise,Principal,SMoise2@schools.nyc.gov,718-257-4034,718-272-3446,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.889968,40.659845,
19K214,K214,P.S. 214 Michael Friedsam,331900010214,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1925,Open,K214,2944 PITKIN AVENUE,BROOKLYN,NY,11208,3042430001,120200,305,37,BK83,Cypress Hills-City Line,Sharon Mahabir,Principal,SMahabi@schools.nyc.gov,718-647-1740,718-827-5838,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.862961,40.675881,
19K218,K218,J.H.S. 218 James P. Sinnott,331900010218,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 1964,Open,K218,370 Fountain Avenue,Brooklyn,NY,11208,3042780001,111800,305,42,BK82,East New York,Lisa ann Hermann,Principal,LHermann@schools.nyc.gov,718-647-9050,718-827-5839,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.874537,40.67002,
19K224,K224,P.S. 224 Hale A. Woodruff,331900010224,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1930,Open,K224,757 Wortman Avenue,Brooklyn,NY,11208,3045290133,122000,305,42,BK82,East New York,Alexandria Frank,Principal,afrank8@schools.nyc.gov,718-235-3600,718-827-5840,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.866542,40.664143,
19K273,K273,P.S. 273 Wortman,331900010273,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1952,Open,K273,923 JEROME STREET,BROOKLYN,NY,11207,3044010001,107800,305,42,BK82,East New York,MELESSA AVERY,Principal,MAvery@schools.nyc.gov,718-649-5739,718-927-2230,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.879276,40.6585,
19K290,K290,P.S. 290 Juan Morel Campos,331900010290,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 1979,Open,K290,135 Schenck Avenue,Brooklyn,NY,11207,3039490018,119800,305,37,BK82,East New York,BRIGITTE NEWELL,Principal,BNewell@schools.nyc.gov,718-647-1113,718-827-5842,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.889375,40.678182,
19K292,K292,J.H.S. 292 Margaret S. Douglas,331900010292,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 1967,Open,K292,301 VERMONT STREET,BROOKLYN,NY,11207,3037400001,114400,305,42,BK85,East New York (Pennsylvania Ave),Deanna Thompson,Principal,DThompson14@schools.nyc.gov,718-498-6562,718-345-3327,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.893319,40.671601,
19K306,K306,P.S. 306 Ethan Allen,331900010306,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1965,Open,K306,970 VERMONT STREET,BROOKLYN,NY,11207,3043920001,110400,305,42,BK82,East New York,Yasmin Moodie,Principal,YMoodie@schools.nyc.gov,718-649-3155,718-927-2243,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.88662,40.65534,
19K325,K325,The Fresh Creek School,331900010325,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 2011,Open,K260,875 Williams Avenue,Brooklyn,NY,11207,3081580040,98200,318,42,BK50,Canarsie,Jessie Fields,Principal,jfields5@schools.nyc.gov,718-272-1843,718-272-2813,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.893294,40.653368,
19K328,K328,P.S. 328 Phyllis Wheatley,331900010328,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1967,Open,K328,330 ALABAMA AVENUE,BROOKLYN,NY,11207,3037680001,113400,305,42,BK85,East New York (Pennsylvania Ave),Christian Pierre,Principal,CPierre8@schools.nyc.gov,718-345-9393,718-345-6566,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.898249,40.667985,
19K345,K345,P.S. 345 Patrolman Robert Bolden,331900010345,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1967,Open,K345,111 BERRIMAN STREET,BROOKLYN,NY,11208,3039900001,119200,305,37,BK82,East New York,Paul Thomas,Principal,PThomas3@schools.nyc.gov,718-647-8387,718-827-5884,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.879886,40.676207,
19K346,K346,P.S. 346 Abe Stark,331900010346,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul  1 1977,Open,K346,1400 PENNSYLVANIA AVENUE,BROOKLYN,NY,11239,3044520025,105804,305,42,BK93,Starrett City,Jabari Edwards,Principal,JEdwards10@schools.nyc.gov,718-642-3000,718-642-8498,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.881997,40.64664,
19K404,K404,Academy for Young Writers,331900011404,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul  1 2006,Open,K422,1065 Elton Street,Brooklyn,NY,11239,3044490001,107000,305,42,BK82,East New York,Tanisha Brown,Principal,TBrown7@schools.nyc.gov,718-688-7230,718-688-7236,19,19,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,HS05,KFSN,KR01,-73.874064,40.657266,
19K409,K409,East New York Family Academy,331900011409,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul  1 1999,Open,K599,760 Van Siclen Avenue,Brooklyn,NY,11207,3004320015,110400,305,42,BK82,East New York,Tie Asia Mobley,Principal,TMobley@schools.nyc.gov,718-927-0012,718-927-0411,19,19,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,HS05,KFSN,KR01,-73.886668,40.661102,
19K422,K422,Spring Creek Community School,331900011422,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul  1 2012,Open,K422,1065 Elton Street,Brooklyn,NY,11239,3044490001,107000,305,42,BK82,East New York,Astrid Rousseau,Principal,ARousseau@schools.nyc.gov,718-688-7200,718-688-7206,19,19,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,HS05,KFSN,KR01,-73.874064,40.657266,
19K452,K452,Frederick Douglass Academy VIII Middle School,331900010452,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul  1 2006,Open,K346,1400 PENNSYLVANIA AVENUE,BROOKLYN,NY,11239,3044520025,105804,305,42,BK93,Starrett City,Chantal Grandchamps,Principal,CGrandchamps@schools.nyc.gov,718-348-2465,718-642-4537,19,19,COMMUNITY SCHOOL DISTRICT 19,TAMRA COLLINS,TCollins@schools.nyc.gov,K819,KFSN,KR06,-73.881997,40.64664,
19K502,K502,FDNY - Captain Vernon A. Richard High School for F,331900011502,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep  8 2004,Open,K435,400 PENNSYLVANIA AVENUE,BROOKLYN,NY,11207,3037880001,115600,305,42,BK85,East New York (Pennsylvania Ave),Nalo Lewis,Principal,,718-688-7930,718-922-0593,19,19,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,HS05,KFSN,KR01,-73.895122,40.666868,
19K507,K507,Performing Arts and Technology High School,331900011507,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Sep  8 2004,Open,K435,400 PENNSYLVANIA AVENUE,BROOKLYN,NY,11207,3037880001,115600,305,42,BK85,East New York (Pennsylvania Ave),CRISTINA GAMBINO,Principal,CGambino3@schools.nyc.gov,718-688-7900,718-922-0953,19,19,HS Network 05 Superintendent Office,"ROSS, JANICE",JRoss11@schools.nyc.gov,HS05,KFSN,KR01,-73.895122,40.666868,
